,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID.1.,catalyst_1_ID_1_SMILES,Catalyst_1_ID.2.,catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID.1.,catalyst_2_ID_1_SMILES,Catalyst_2_ID.2.,catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
1196,1197,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607996,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,1364.93994140625,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,Pd(OAc)2,0.125,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,,,Pd(OAc)2/BINAP,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,2015
1197,1198,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607997,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,2156.33911132812,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,Pd(OAc)2,0.125,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,,,Pd(OAc)2/R-Josiphos SL-J009-1,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,2015
1198,1199,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607998,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,715.109619140625,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,Pd(OAc)2,0.125,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,,,Pd(OAc)2/BiPyPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,2015
1199,1200,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03607999,BUCHWALD,Metal Mediated,C[c:1]1[c:9]([c:5]2[n:4][cH:3][n:2]1)[cH:8][cH:7][nH:6]2.[CH3:10][c:11]1[c:27](I)[c:26]([c:13]2[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[n:14]2>>[CH3:10][c:11]1[c:27]([n:6]2[c:5]([c:9]3[cH:8][cH:7]2)[n:4][cH:3][n:2][c:1]3Cl)[c:26]([c:13]4[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]5[cH:23][cH:22][cH:21][cH:20][cH:19]5)[n:14]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,Pd(OAc)2,0.125,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,,,Pd(OAc)2/XPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,2015
1200,1201,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608000,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2015
1201,1202,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608001,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,2065.640625,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,Pd(OAc)2,0.125,MFCD06798301,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,,,Pd(OAc)2/cataCXium POMetB,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00008261,LiHMDS,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C,2015
1202,1203,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608002,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,2270.14208984375,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,Pd(OAc)2,0.125,MFCD09038440,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,,,Pd(OAc)2/BiPyPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(n2c(P(C(C)(C)C)C(C)(C)C)ccn2)c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1,2015
1203,1204,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608006,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,,,,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,0.0625,MFCD22572666,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,,3G OMs BrettPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O,,2015
1204,1205,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608007,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,,,,MFCD03094580,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C,,0.0625,MFCD03094580,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C,,,Pd(P(tBu)3)2,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C,,2015
1205,1206,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608008,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,,,,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,0.0625,MFCD05861622,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,,SK-CC02-A,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe],,2015
1206,1207,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608009,BUCHWALD,Metal Mediated,C[c:1]1[c:9]([c:5]2[n:4][cH:3][n:2]1)[cH:8][cH:7][nH:6]2.[CH3:10][c:11]1[c:27](I)[c:26]([c:13]2[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[n:14]2>>[CH3:10][c:11]1[c:27]([n:6]2[c:5]([c:9]3[cH:8][cH:7]2)[n:4][cH:3][n:2][c:1]3Cl)[c:26]([c:13]4[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]5[cH:23][cH:22][cH:21][cH:20][cH:19]5)[n:14]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,3021.02319335938,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,Pd(OAc)2,0.125,MFCD00010805,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,,,Pd(OAc)2/BINAP,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2,2015
1207,1208,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608010,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,Pd(OAc)2,0.125,MFCD08543435,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,,,Pd(OAc)2/R-Josiphos SL-J009-1,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1,2015
1208,1209,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608011,BUCHWALD,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.C[c:19]1[c:27]([c:23]2[n:22][cH:21][n:20]1)[cH:26][cH:25][nH:24]2>>[CH3:1][c:2]1[c:18]([n:24]2[c:23]([c:27]3[cH:26][cH:25]2)[n:22][cH:21][n:20][c:19]3Cl)[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,Pd(OAc)2,0.125,MFCD04117682,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,,,Pd(OAc)2/XPhos,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C,2015
1209,1210,0__PF-06845941__MFCD13619883__,SCRN_176,00119131-1792,RKB-03608012,BUCHWALD,Metal Mediated,C[c:1]1[c:9]([c:5]2[n:4][cH:3][n:2]1)[cH:8][cH:7][nH:6]2.[CH3:10][c:11]1[c:27](I)[c:26]([c:13]2[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]3[cH:23][cH:22][cH:21][cH:20][cH:19]3)[n:14]2>>[CH3:10][c:11]1[c:27]([n:6]2[c:5]([c:9]3[cH:8][cH:7]2)[n:4][cH:3][n:2][c:1]3Cl)[c:26]([c:13]4[s:12]1)[n:25][cH:24][c:15]([NH:16][CH2:17][c:18]5[cH:23][cH:22][cH:21][cH:20][cH:19]5)[n:14]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,0.0,#ERROR,THF,100.0,18.0,0.0625,MFCD00012453,C(O[Pd]OC(C)=O)(C)=O,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,Pd(OAc)2,0.125,MFCD05861606,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,,,Pd(OAc)2/cataCXium A,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,,MFCD13619883,c1(ncnc2[nH]ccc12)C,,,,3.0,MFCD00050479,LiOBut,,,,Pd coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Cc1ncnc2[nH]ccc12,C(O[Pd]OC(C)=O)(C)=O,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC,2015
